*opuštěná slova končící na 'á'
*dvě skupiny: nalezený rodič a nenalezený rodič
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	Bogdálková	Bogdálek
chybí hrana	Bogdánová	Bogdán
chybí hrana	Bogenová	Bogen
chybí hrana	Boggsová	Boggs
chybí hrana	Bogleová	Bogle
chybí hrana	Bogoljubovová	Bogoljubov
chybí hrana	Bogorová	Bogor
chybí hrana	Boguschová	Bogusch
chybí hrana	Boguszová	Bogusz
chybí hrana	Bogárová	Bogár
chybí hrana	Bogáňová	Bogáň
chybí hrana	Bohanusová	Bohanus
chybí hrana	Bohatcová	Bohatec
chybí hrana	Bohdálková	Bohdálek
chybí hrana	Bohmová	Bohm
chybí hrana	Bohunková	Bohunka
chybí hrana	Bohutínská	bohutínský
chybí hrana	Bohušická	Bohušice
chybí hrana	Bohánková	Bohánek
chybí hrana	Boháčková	Boháček
chybí hrana	Bohůnková	Bohůnek
chybí hrana	Boiffinová	Boiffin
chybí hrana	Boisselierová	Boisselier
chybí hrana	Bojanovová	Bojanov
chybí hrana	Bojarkinová	Bojarkin
chybí hrana	Bokajová	Bokaj
chybí hrana	Bokišová	Bokiš
chybí hrana	Bokotová	Bokota
chybí hrana	Bokrošová	Bokroš
chybí hrana	Bokserová	Bokser
chybí hrana	Bokšeflová	Bokšefl
chybí hrana	Bokšová	Bokš
chybí hrana	Bokšteflová	Bokštefl
chybí hrana	Bolardtová	Bolardt
chybí hrana	Bolaňosová	Bolaňos
chybí hrana	Boldenová	Bolden
chybí hrana	Boldiová	Boldi
chybí hrana	Boledovičová	Boledovič
chybí hrana	Bolečková	Boleček
chybí hrana	Bolinová	Bolina
chybí hrana	Bolkiahová	Bolkiah
chybí hrana	Bolková	Bolek
chybí hrana	Boltíková	Boltík
chybí hrana	Bolvanová	Bolvan
chybí hrana	Bomarová	Bomar
chybí hrana	Bonasová	Bonas
chybí hrana	Bondarová	Bondar
chybí hrana	Bondorová	Bondor
chybí hrana	Bongardová	Bongard
chybí hrana	Boninová	bonin
chybí hrana	Bonková	Bonk
chybí hrana	Bončková	Bonček
chybí hrana	Bordáčová	Bordáč
chybí hrana	Borejová	Borej
chybí hrana	Boremanová	Boreman
chybí hrana	Borenová	Boren
chybí hrana	Borensteinová	Borenstein
chybí hrana	Borečková	Boreček
chybí hrana	Borgenová	Borgen
chybí hrana	Borgerová	Borger
chybí hrana	Borgiová	Borgia
chybí hrana	Borgulová	Borgula
chybí hrana	Borhyová	Borhy
chybí hrana	Boriková	Borik
chybí hrana	Borkalová	Borkala
chybí hrana	Borkerová	Borker
