*s jakou četností se liší slova s rozdílem jednoho písmena
*tabulka četností sestupně 
*typ vztahu	četnost v procentech
*rodičem v tom vztahu je slovo obsahující 's' místo 'z'	64.37130289701199
*tato dvojice slov není nijak příbuzná	30.537438697608575
*rodičem v tomto vztahu je slovo obsahující 'z' místo 's' 	5.086202538045401
*tato dvojice slov je příbuzná, ale ne napřímo	0.005055867334041155
*
*rodičem v tom vztahu je slovo obsahující 's' místo 'z'
*hrana	otec	syn
chybí hrana	zpresovavší	spresovavší
chybí hrana	zpresování	spresování
chybí hrana	zpresovávací	spresovávací
chybí hrana	zpresovávající	spresovávající
chybí hrana	zpresovávanost	spresovávanost
chybí hrana	zpresovávaný	spresovávaný
chybí hrana	zpresovávaně	spresovávaně
chybí hrana	zpresovávat	spresovávat
chybí hrana	zpresovávatelnost	spresovávatelnost
chybí hrana	zpresovávatelný	spresovávatelný
chybí hrana	zpresovávatelně	spresovávatelně
chybí hrana	zpresovávání	spresovávání
chybí hrana	zprostit	sprostit
chybí hrana	zprostředkovací	sprostředkovací
chybí hrana	zprostředkovanost	sprostředkovanost
chybí hrana	zprostředkovaný	sprostředkovaný
chybí hrana	zprostředkovaně	sprostředkovaně
chybí hrana	zprostředkovat	sprostředkovat
chybí hrana	zprostředkovatel	sprostředkovatel
chybí hrana	zprostředkovatelka	sprostředkovatelka
chybí hrana	zprostředkovatelnost	sprostředkovatelnost
chybí hrana	zprostředkovatelný	sprostředkovatelný
chybí hrana	zprostředkovatelně	sprostředkovatelně
chybí hrana	zprostředkovatelskost	sprostředkovatelskost
chybí hrana	zprostředkovatelsky	sprostředkovatelsky
chybí hrana	zprostředkovatelský	sprostředkovatelský
chybí hrana	zprostředkovatelství	sprostředkovatelství
chybí hrana	zprostředkovatelčin	sprostředkovatelčin
chybí hrana	zprostředkovatelův	sprostředkovatelův
chybí hrana	zprostředkovavší	sprostředkovavší
chybí hrana	zprostředkování	sprostředkování
chybí hrana	zprostředkovávací	sprostředkovávací
chybí hrana	zprostředkovávající	sprostředkovávající
chybí hrana	zprostředkovávanost	sprostředkovávanost
chybí hrana	zprostředkovávaný	sprostředkovávaný
chybí hrana	zprostředkovávaně	sprostředkovávaně
chybí hrana	zprostředkovávat	sprostředkovávat
chybí hrana	zprostředkovávatelnost	sprostředkovávatelnost
chybí hrana	zprostředkovávatelný	sprostředkovávatelný
chybí hrana	zprostředkovávatelně	sprostředkovávatelně
chybí hrana	zprostředkovávání	sprostředkovávání
chybí hrana	zprozaičtitelnost	zprosaičtitelnost
chybí hrana	zprozaičtitelný	zprosaičtitelný
chybí hrana	zprozaičtitelně	zprosaičtitelně
chybí hrana	zprozaičtěnost	zprosaičtěnost
chybí hrana	zprozaičtění	zprosaičtění
chybí hrana	zprozaičtěný	zprosaičtěný
chybí hrana	zprozaičtěně	zprosaičtěně
chybí hrana	zprozaičtěvší	zprosaičtěvší
chybí hrana	zproštěnost	sproštěnost
chybí hrana	zproštění	sproštění
chybí hrana	zproštěný	sproštěný
chybí hrana	zproštěně	sproštěně
chybí hrana	zprošťovací	sprošťovací
chybí hrana	zprošťovanost	sprošťovanost
chybí hrana	zprošťovaný	sprošťovaný
chybí hrana	zprošťovaně	sprošťovaně
chybí hrana	zprošťovat	sprošťovat
chybí hrana	zprošťovatelnost	sprošťovatelnost
chybí hrana	zprošťovatelný	sprošťovatelný
chybí hrana	zprošťovatelně	sprošťovatelně
chybí hrana	zprošťování	sprošťování
chybí hrana	zprošťovávací	sprošťovávací
chybí hrana	zprošťovávající	sprošťovávající
chybí hrana	zprošťovávanost	sprošťovávanost
chybí hrana	zprošťovávaný	sprošťovávaný
chybí hrana	zprošťovávaně	sprošťovávaně
chybí hrana	zprošťovávat	sprošťovávat
chybí hrana	zprošťovávatelnost	sprošťovávatelnost
chybí hrana	zprošťovávatelný	sprošťovávatelný
chybí hrana	zprošťovávatelně	sprošťovávatelně
chybí hrana	zprošťovávání	sprošťovávání
chybí hrana	zprošťující	sprošťující
chybí hrana	zpráskací	spráskací
chybí hrana	zpráskanost	spráskanost
chybí hrana	zpráskaný	spráskaný
chybí hrana	zpráskaně	spráskaně
chybí hrana	zpráskat	spráskat
chybí hrana	zpráskatelnost	spráskatelnost
chybí hrana	zpráskatelný	spráskatelný
chybí hrana	zpráskatelně	spráskatelně
chybí hrana	zpráskavší	spráskavší
chybí hrana	zpráskání	spráskání
chybí hrana	zpráskávací	spráskávací
chybí hrana	zpráskávající	spráskávající
chybí hrana	zpráskávanost	spráskávanost
chybí hrana	zpráskávaný	spráskávaný
chybí hrana	zpráskávaně	spráskávaně
chybí hrana	zpráskávat	spráskávat
chybí hrana	zpráskávatelnost	spráskávatelnost
chybí hrana	zpráskávatelný	spráskávatelný
chybí hrana	zpráskávatelně	spráskávatelně
chybí hrana	zpráskávání	spráskávání
chybí hrana	zprát	sprát
chybí hrana	zpráva	správa
chybí hrana	zpucovací	spucovací
chybí hrana	zpucovanost	spucovanost
chybí hrana	zpucovaný	spucovaný
chybí hrana	zpucovaně	spucovaně
chybí hrana	zpucovat	spucovat
chybí hrana	zpucovatelnost	spucovatelnost
chybí hrana	zpucovatelný	spucovatelný
chybí hrana	zpucovatelně	spucovatelně
chybí hrana	zpucovavší	spucovavší
chybí hrana	zpucování	spucování
chybí hrana	zpucovávací	spucovávací
chybí hrana	zpucovávající	spucovávající
chybí hrana	zpucovávanost	spucovávanost
chybí hrana	zpucovávaný	spucovávaný
chybí hrana	zpucovávaně	spucovávaně
chybí hrana	zpucovávat	spucovávat
chybí hrana	zpucovávatelnost	spucovávatelnost
chybí hrana	zpucovávatelný	spucovávatelný
chybí hrana	zpucovávatelně	spucovávatelně
chybí hrana	zpucovávání	spucovávání
chybí hrana	zpunktovací	spunktovací
chybí hrana	zpunktovanost	spunktovanost
chybí hrana	zpunktovaný	spunktovaný
chybí hrana	zpunktovaně	spunktovaně
chybí hrana	zpunktovat	spunktovat
chybí hrana	zpunktovatelnost	spunktovatelnost
chybí hrana	zpunktovatelný	spunktovatelný
chybí hrana	zpunktovatelně	spunktovatelně
chybí hrana	zpunktovavší	spunktovavší
chybí hrana	zpunktování	spunktování
chybí hrana	zpunktovávací	spunktovávací
chybí hrana	zpunktovávající	spunktovávající
chybí hrana	zpunktovávanost	spunktovávanost
chybí hrana	zpunktovávaný	spunktovávaný
chybí hrana	zpunktovávaně	spunktovávaně
chybí hrana	zpunktovávat	spunktovávat
chybí hrana	zpunktovávatelnost	spunktovávatelnost
chybí hrana	zpunktovávatelný	spunktovávatelný
chybí hrana	zpunktovávatelně	spunktovávatelně
chybí hrana	zpunktovávání	spunktovávání
chybí hrana	zpustit	spustit
chybí hrana	zpustivší	spustivší
chybí hrana	zpustle	spustle
chybí hrana	zpustlost	spustlost
chybí hrana	zpustlý	spustlý
chybí hrana	zpustnutelnost	spustnutelnost
chybí hrana	zpustnutelný	spustnutelný
chybí hrana	zpustnutelně	spustnutelně
chybí hrana	zpustnutost	spustnutost
chybí hrana	zpustnutí	spustnutí
chybí hrana	zpustnutý	spustnutý
chybí hrana	zpustnutě	spustnutě
chybí hrana	zpustnuvší	spustnuvší
chybí hrana	zpuštěnost	spuštěnost
chybí hrana	zpuštění	spuštění
chybí hrana	zpuštěný	spuštěný
chybí hrana	zpuštěně	spuštěně
chybí hrana	zpájející	spájející
chybí hrana	zpájenost	spájenost
chybí hrana	zpájení	spájení
chybí hrana	zpájený	spájený
chybí hrana	zpájeně	spájeně
chybí hrana	zpájet	spájet
chybí hrana	zpájitelnost	spájitelnost
chybí hrana	zpájitelný	spájitelný
chybí hrana	zpájitelně	spájitelně
chybí hrana	zpájívací	spájívací
chybí hrana	zpájívající	spájívající
chybí hrana	zpájívanost	spájívanost
chybí hrana	zpájívaný	spájívaný
chybí hrana	zpájívaně	spájívaně
chybí hrana	zpájívat	spájívat
chybí hrana	zpájívatelnost	spájívatelnost
chybí hrana	zpájívatelný	spájívatelný
chybí hrana	zpájívatelně	spájívatelně
chybí hrana	zpájívání	spájívání
chybí hrana	zpárací	spárací
chybí hrana	zpáranost	spáranost
chybí hrana	zpáraný	spáraný
chybí hrana	zpáraně	spáraně
chybí hrana	zpárat	spárat
chybí hrana	zpáratelnost	spáratelnost
chybí hrana	zpáratelný	spáratelný
chybí hrana	zpáratelně	spáratelně
chybí hrana	zpáravší	spáravší
chybí hrana	zpárovací	spárovací
chybí hrana	zpárovanost	spárovanost
chybí hrana	zpárovaný	spárovaný
chybí hrana	zpárovaně	spárovaně
chybí hrana	zpárovat	spárovat
chybí hrana	zpárovatelnost	spárovatelnost
chybí hrana	zpárovatelný	spárovatelný
chybí hrana	zpárovatelně	spárovatelně
chybí hrana	zpárovavší	spárovavší
chybí hrana	zpárování	spárování
chybí hrana	zpárovávací	spárovávací
chybí hrana	zpárovávající	spárovávající
chybí hrana	zpárovávanost	spárovávanost
chybí hrana	zpárovávaný	spárovávaný
chybí hrana	zpárovávaně	spárovávaně
chybí hrana	zpárovávat	spárovávat
chybí hrana	zpárovávatelnost	spárovávatelnost
chybí hrana	zpárovávatelný	spárovávatelný
chybí hrana	zpárovávatelně	spárovávatelně
chybí hrana	zpárovávání	spárovávání
chybí hrana	zpárání	spárání
chybí hrana	zpárávací	spárávací
chybí hrana	zpárávající	spárávající
chybí hrana	zpárávanost	spárávanost
chybí hrana	zpárávaný	spárávaný
chybí hrana	zpárávaně	spárávaně
chybí hrana	zpárávat	spárávat
chybí hrana	zpárávatelnost	spárávatelnost
chybí hrana	zpárávatelný	spárávatelný
chybí hrana	zpárávatelně	spárávatelně
chybí hrana	zpárávání	spárávání
chybí hrana	zpéci	spéci
chybí hrana	zpékací	spékací
chybí hrana	zpékající	spékající
chybí hrana	zpékanost	spékanost
chybí hrana	zpékaný	spékaný
chybí hrana	zpékaně	spékaně
chybí hrana	zpékat	spékat
chybí hrana	zpékatelnost	spékatelnost
chybí hrana	zpékatelný	spékatelný
chybí hrana	zpékatelně	spékatelně
chybí hrana	zpékání	spékání
chybí hrana	zpékávací	spékávací
chybí hrana	zpékávající	spékávající
chybí hrana	zpékávanost	spékávanost
chybí hrana	zpékávaný	spékávaný
chybí hrana	zpékávaně	spékávaně
chybí hrana	zpékávat	spékávat
chybí hrana	zpékávatelnost	spékávatelnost
chybí hrana	zpékávatelný	spékávatelný
chybí hrana	zpékávatelně	spékávatelně
chybí hrana	zpékávání	spékávání
chybí hrana	zpérovací	spérovací
chybí hrana	zpérovanost	spérovanost
chybí hrana	zpérovaný	spérovaný
chybí hrana	zpérovaně	spérovaně
chybí hrana	zpérovat	spérovat
chybí hrana	zpérovatelnost	spérovatelnost
chybí hrana	zpérovatelný	spérovatelný
chybí hrana	zpérovatelně	spérovatelně
chybí hrana	zpérovavší	spérovavší
chybí hrana	zpérování	spérování
chybí hrana	zpérovávací	spérovávací
chybí hrana	zpérovávající	spérovávající
chybí hrana	zpérovávanost	spérovávanost
chybí hrana	zpérovávaný	spérovávaný
chybí hrana	zpérovávaně	spérovávaně
chybí hrana	zpérovávat	spérovávat
chybí hrana	zpérovávatelnost	spérovávatelnost
chybí hrana	zpérovávatelný	spérovávatelný
chybí hrana	zpérovávatelně	spérovávatelně
chybí hrana	zpérovávání	spérovávání
chybí hrana	zpíchací	spíchací
chybí hrana	zpíchanost	spíchanost
chybí hrana	zpíchaný	spíchaný
chybí hrana	zpíchaně	spíchaně
chybí hrana	zpíchat	spíchat
chybí hrana	zpíchatelnost	spíchatelnost
chybí hrana	zpíchatelný	spíchatelný
chybí hrana	zpíchatelně	spíchatelně
chybí hrana	zpíchání	spíchání
chybí hrana	zpíchávací	spíchávací
chybí hrana	zpíchávající	spíchávající
chybí hrana	zpíchávanost	spíchávanost
chybí hrana	zpíchávaný	spíchávaný
chybí hrana	zpíchávaně	spíchávaně
chybí hrana	zpíchávat	spíchávat
chybí hrana	zpíchávatelnost	spíchávatelnost
chybí hrana	zpíchávatelný	spíchávatelný
chybí hrana	zpíchávatelně	spíchávatelně
chybí hrana	zpíchávání	spíchávání
chybí hrana	zpíjející	spíjející
chybí hrana	zpíjenost	spíjenost
chybí hrana	zpíjení	spíjení
chybí hrana	zpíjený	spíjený
chybí hrana	zpíjeně	spíjeně
chybí hrana	zpíjet	spíjet
chybí hrana	zpíjitelnost	spíjitelnost
chybí hrana	zpíjitelný	spíjitelný
chybí hrana	zpíjitelně	spíjitelně
chybí hrana	zpíjívací	spíjívací
chybí hrana	zpíjívající	spíjívající
chybí hrana	zpíjívanost	spíjívanost
chybí hrana	zpíjívaný	spíjívaný
chybí hrana	zpíjívaně	spíjívaně
chybí hrana	zpíjívat	spíjívat
chybí hrana	zpíjívatelnost	spíjívatelnost
chybí hrana	zpíjívatelný	spíjívatelný
chybí hrana	zpíjívatelně	spíjívatelně
chybí hrana	zpíjívání	spíjívání
chybí hrana	zpínací	spínací
chybí hrana	zpínající	spínající
chybí hrana	zpínanost	spínanost
chybí hrana	zpínaný	spínaný
chybí hrana	zpínaně	spínaně
chybí hrana	zpínat	spínat
chybí hrana	zpínatelnost	spínatelnost
chybí hrana	zpínatelný	spínatelný
chybí hrana	zpínatelně	spínatelně
chybí hrana	zpínání	spínání
chybí hrana	zpínávací	spínávací
chybí hrana	zpínávající	spínávající
chybí hrana	zpínávanost	spínávanost
chybí hrana	zpínávaný	spínávaný
chybí hrana	zpínávaně	spínávaně
chybí hrana	zpínávat	spínávat
chybí hrana	zpínávatelnost	spínávatelnost
chybí hrana	zpínávatelný	spínávatelný
chybí hrana	zpínávatelně	spínávatelně
chybí hrana	zpínávání	spínávání
chybí hrana	zpět	spět
chybí hrana	zpřahovací	spřahovací
chybí hrana	zpřahovanost	spřahovanost
chybí hrana	zpřahovaný	spřahovaný
chybí hrana	zpřahovaně	spřahovaně
chybí hrana	zpřahovat	spřahovat
chybí hrana	zpřahovatelnost	spřahovatelnost
chybí hrana	zpřahovatelný	spřahovatelný
chybí hrana	zpřahovatelně	spřahovatelně
chybí hrana	zpřahování	spřahování
chybí hrana	zpřahovávací	spřahovávací
chybí hrana	zpřahovávající	spřahovávající
chybí hrana	zpřahovávanost	spřahovávanost
chybí hrana	zpřahovávaný	spřahovávaný
chybí hrana	zpřahovávaně	spřahovávaně
chybí hrana	zpřahovávat	spřahovávat
chybí hrana	zpřahovávatelnost	spřahovávatelnost
chybí hrana	zpřahovávatelný	spřahovávatelný
chybí hrana	zpřahovávatelně	spřahovávatelně
chybí hrana	zpřahovávání	spřahovávání
chybí hrana	zpřahující	spřahující
chybí hrana	zpředenost	spředenost
chybí hrana	zpředení	spředení
chybí hrana	zpředený	spředený
chybí hrana	zpředeně	spředeně
chybí hrana	zpříst	spříst
chybí hrana	zpřízněnost	spřízněnost
chybí hrana	zpřízněnost	zpřísněnost
chybí hrana	zpřízněný	zpřísněný
chybí hrana	zpřízněný	spřízněný
chybí hrana	zpřízněně	zpřísněně
chybí hrana	zpřízněně	spřízněně
chybí hrana	způsobile	spůsobile
chybí hrana	způsobilost	spůsobilost
chybí hrana	zraz	sraz
chybí hrana	zrazit	srazit
chybí hrana	zrazitelnost	srazitelnost
chybí hrana	zrazitelný	srazitelný
chybí hrana	zrazitelně	srazitelně
chybí hrana	zrazivší	srazivší
chybí hrana	zrazovací	zrasovací
chybí hrana	zrazovanost	zrasovanost
chybí hrana	zrazovaný	zrasovaný
chybí hrana	zrazovaně	zrasovaně
chybí hrana	zrazovat	zrasovat
chybí hrana	zrazovatelnost	zrasovatelnost
chybí hrana	zrazovatelný	zrasovatelný
chybí hrana	zrazovatelně	zrasovatelně
chybí hrana	zrazování	zrasování
chybí hrana	zrazovávací	zrasovávací
chybí hrana	zrazovávající	zrasovávající
chybí hrana	zrazovávanost	zrasovávanost
chybí hrana	zrazovávaný	zrasovávaný
chybí hrana	zrazovávaně	zrasovávaně
chybí hrana	zrazovávat	zrasovávat
chybí hrana	zrazovávatelnost	zrasovávatelnost
chybí hrana	zrazovávatelný	zrasovávatelný
chybí hrana	zrazovávatelně	zrasovávatelně
chybí hrana	zrazovávání	zrasovávání
chybí hrana	zrkací	srkací
chybí hrana	zrkající	srkající
chybí hrana	zrkanost	srkanost
chybí hrana	zrkaný	srkaný
chybí hrana	zrkaně	srkaně
chybí hrana	zrkat	srkat
chybí hrana	zrkatelnost	srkatelnost
chybí hrana	zrkatelný	srkatelný
chybí hrana	zrkatelně	srkatelně
chybí hrana	zrkání	srkání
chybí hrana	zrkávací	srkávací
chybí hrana	zrkávající	srkávající
chybí hrana	zrkávanost	srkávanost
chybí hrana	zrkávaný	srkávaný
chybí hrana	zrkávaně	srkávaně
chybí hrana	zrkávat	srkávat
chybí hrana	zrkávatelnost	srkávatelnost
chybí hrana	zrkávatelný	srkávatelný
chybí hrana	zrkávatelně	srkávatelně
chybí hrana	zrkávání	srkávání
chybí hrana	zrní	srní
chybí hrana	zrostle	srostle
chybí hrana	zrostlost	srostlost
chybí hrana	zrostlý	srostlý
chybí hrana	zrostší	srostší
chybí hrana	zroubenost	sroubenost
chybí hrana	zroubení	sroubení
chybí hrana	zroubený	sroubený
chybí hrana	zroubeně	sroubeně
chybí hrana	zroubit	sroubit
chybí hrana	zroubitelnost	sroubitelnost
chybí hrana	zroubitelný	sroubitelný
chybí hrana	zroubitelně	sroubitelně
chybí hrana	zroubivší	sroubivší
chybí hrana	zrozenost	zrosenost
chybí hrana	zrození	zrosení
chybí hrana	zrozený	zrosený
chybí hrana	zrozeně	zroseně
chybí hrana	zrozovací	zrosovací
chybí hrana	zrozovanost	zrosovanost
chybí hrana	zrozovaný	zrosovaný
chybí hrana	zrozovaně	zrosovaně
chybí hrana	zrozovat	zrosovat
chybí hrana	zrozovatelnost	zrosovatelnost
chybí hrana	zrozovatelný	zrosovatelný
chybí hrana	zrozovatelně	zrosovatelně
chybí hrana	zrozování	zrosování
chybí hrana	zrozovávací	zrosovávací
chybí hrana	zrozovávající	zrosovávající
chybí hrana	zrozovávanost	zrosovávanost
chybí hrana	zrozovávaný	zrosovávaný
chybí hrana	zrozovávaně	zrosovávaně
chybí hrana	zrozovávat	zrosovávat
chybí hrana	zrozovávatelnost	zrosovávatelnost
chybí hrana	zrozovávatelný	zrosovávatelný
chybí hrana	zrozovávatelně	zrosovávatelně
chybí hrana	zrozovávání	zrosovávání
chybí hrana	zrozující	zrosující
chybí hrana	zrozumitelnost	srozumitelnost
chybí hrana	zrozumitelný	srozumitelný
chybí hrana	zrozumitelně	srozumitelně
chybí hrana	zrozuměnost	srozuměnost
chybí hrana	zrozumění	srozumění
chybí hrana	zrozuměný	srozuměný
chybí hrana	zrozuměně	srozuměně
chybí hrana	zrozumět	srozumět
chybí hrana	zrozuměvší	srozuměvší
chybí hrana	zrát	srát
chybí hrana	zrážející	srážející
chybí hrana	zráženost	sráženost
chybí hrana	zrážení	srážení
chybí hrana	zrážený	srážený
chybí hrana	zráženě	sráženě
chybí hrana	zrážet	srážet
chybí hrana	zrážitelnost	srážitelnost
chybí hrana	zrážitelný	srážitelný
chybí hrana	zrážitelně	srážitelně
chybí hrana	zrážlivost	srážlivost
chybí hrana	zrážlivý	srážlivý
chybí hrana	zrážlivě	srážlivě
chybí hrana	zrážívací	srážívací
chybí hrana	zrážívající	srážívající
chybí hrana	zrážívanost	srážívanost
chybí hrana	zrážívaný	srážívaný
chybí hrana	zrážívaně	srážívaně
chybí hrana	zrážívat	srážívat
chybí hrana	zrážívatelnost	srážívatelnost
chybí hrana	zrážívatelný	srážívatelný
chybí hrana	zrážívatelně	srážívatelně
chybí hrana	zrážívání	srážívání
chybí hrana	zrůst	srůst
chybí hrana	zrůstací	srůstací
chybí hrana	zrůstající	srůstající
chybí hrana	zrůstanost	srůstanost
chybí hrana	zrůstaný	srůstaný
chybí hrana	zrůstaně	srůstaně
chybí hrana	zrůstat	srůstat
chybí hrana	zrůstatelnost	srůstatelnost
chybí hrana	zrůstatelný	srůstatelný
chybí hrana	zrůstatelně	srůstatelně
chybí hrana	zrůstání	srůstání
chybí hrana	zrůstávací	srůstávací
chybí hrana	zrůstávající	srůstávající
chybí hrana	zrůstávanost	srůstávanost
chybí hrana	zrůstávaný	srůstávaný
chybí hrana	zrůstávaně	srůstávaně
chybí hrana	zrůstávat	srůstávat
chybí hrana	zrůstávatelnost	srůstávatelnost
chybí hrana	zrůstávatelný	srůstávatelný
chybí hrana	zrůstávatelně	srůstávatelně
chybí hrana	zrůstávání	srůstávání
chybí hrana	ztahací	stahací
chybí hrana	ztahanost	stahanost
chybí hrana	ztahaný	stahaný
chybí hrana	ztahaně	stahaně
chybí hrana	ztahat	stahat
chybí hrana	ztahatelnost	stahatelnost
chybí hrana	ztahatelný	stahatelný
chybí hrana	ztahatelně	stahatelně
chybí hrana	ztahavší	stahavší
chybí hrana	ztahovací	stahovací
chybí hrana	ztahovanost	stahovanost
chybí hrana	ztahovaný	stahovaný
chybí hrana	ztahovaně	stahovaně
chybí hrana	ztahovat	stahovat
chybí hrana	ztahovatelnost	stahovatelnost
chybí hrana	ztahovatelný	stahovatelný
chybí hrana	ztahovatelně	stahovatelně
chybí hrana	ztahování	stahování
chybí hrana	ztahovávací	stahovávací
chybí hrana	ztahovávající	stahovávající
chybí hrana	ztahovávanost	stahovávanost
chybí hrana	ztahovávaný	stahovávaný
chybí hrana	ztahovávaně	stahovávaně
chybí hrana	ztahovávat	stahovávat
chybí hrana	ztahovávatelnost	stahovávatelnost
chybí hrana	ztahovávatelný	stahovávatelný
chybí hrana	ztahovávatelně	stahovávatelně
chybí hrana	ztahovávání	stahovávání
chybí hrana	ztahující	stahující
chybí hrana	ztahání	stahání
chybí hrana	ztahávací	stahávací
chybí hrana	ztahávající	stahávající
chybí hrana	ztahávanost	stahávanost
chybí hrana	ztahávaný	stahávaný
chybí hrana	ztahávaně	stahávaně
chybí hrana	ztahávat	stahávat
chybí hrana	ztahávatelnost	stahávatelnost
chybí hrana	ztahávatelný	stahávatelný
chybí hrana	ztahávatelně	stahávatelně
chybí hrana	ztahávání	stahávání
chybí hrana	ztavenost	stavenost
chybí hrana	ztavení	stavení
chybí hrana	ztavený	stavený
chybí hrana	ztaveně	staveně
chybí hrana	ztavit	stavit
chybí hrana	ztavitelnost	stavitelnost
chybí hrana	ztavitelný	stavitelný
chybí hrana	ztavitelně	stavitelně
chybí hrana	ztavivší	stavivší
chybí hrana	ztavovací	stavovací
chybí hrana	ztavovanost	stavovanost
chybí hrana	ztavovaný	stavovaný
chybí hrana	ztavovaně	stavovaně
chybí hrana	ztavovat	stavovat
chybí hrana	ztavovatelnost	stavovatelnost
chybí hrana	ztavovatelný	stavovatelný
chybí hrana	ztavovatelně	stavovatelně
chybí hrana	ztavování	stavování
chybí hrana	ztavovávací	stavovávací
chybí hrana	ztavovávající	stavovávající
chybí hrana	ztavovávanost	stavovávanost
chybí hrana	ztavovávaný	stavovávaný
chybí hrana	ztavovávaně	stavovávaně
chybí hrana	ztavovávat	stavovávat
chybí hrana	ztavovávatelnost	stavovávatelnost
chybí hrana	ztavovávatelný	stavovávatelný
chybí hrana	ztavovávatelně	stavovávatelně
chybí hrana	ztavovávání	stavovávání
chybí hrana	ztavující	stavující
chybí hrana	ztavší	stavší
chybí hrana	ztekší	stekší
chybí hrana	ztepací	stepací
chybí hrana	ztepanost	stepanost
chybí hrana	ztepaný	stepaný
chybí hrana	ztepaně	stepaně
chybí hrana	ztepat	stepat
chybí hrana	ztepatelnost	stepatelnost
chybí hrana	ztepatelný	stepatelný
chybí hrana	ztepatelně	stepatelně
chybí hrana	ztepavší	stepavší
chybí hrana	ztepile	stepile
chybí hrana	ztepilost	stepilost
chybí hrana	ztepilý	stepilý
chybí hrana	ztepání	stepání
chybí hrana	ztepávací	stepávací
chybí hrana	ztepávající	stepávající
chybí hrana	ztepávanost	stepávanost
chybí hrana	ztepávaný	stepávaný
chybí hrana	ztepávaně	stepávaně
chybí hrana	ztepávat	stepávat
chybí hrana	ztepávatelnost	stepávatelnost
chybí hrana	ztepávatelný	stepávatelný
chybí hrana	ztepávatelně	stepávatelně
chybí hrana	ztepávání	stepávání
chybí hrana	ztesací	stesací
chybí hrana	ztesanost	stesanost
chybí hrana	ztesaný	stesaný
chybí hrana	ztesaně	stesaně
chybí hrana	ztesat	stesat
chybí hrana	ztesatelnost	stesatelnost
chybí hrana	ztesatelný	stesatelný
chybí hrana	ztesatelně	stesatelně
chybí hrana	ztesavší	stesavší
chybí hrana	ztesání	stesání
chybí hrana	ztesávací	stesávací
chybí hrana	ztesávající	stesávající
chybí hrana	ztesávanost	stesávanost
chybí hrana	ztesávaný	stesávaný
chybí hrana	ztesávaně	stesávaně
chybí hrana	ztesávat	stesávat
chybí hrana	ztesávatelnost	stesávatelnost
chybí hrana	ztesávatelný	stesávatelný
chybí hrana	ztesávatelně	stesávatelně
chybí hrana	ztesávání	stesávání
chybí hrana	zteč	steč
chybí hrana	ztečenost	stečenost
chybí hrana	ztečení	stečení
chybí hrana	ztečený	stečený
chybí hrana	ztečeně	stečeně
chybí hrana	ztlouci	stlouci
chybí hrana	ztloukší	stloukší
chybí hrana	ztlučenost	stlučenost
chybí hrana	ztlučení	stlučení
chybí hrana	ztlučený	stlučený
chybí hrana	ztlučeně	stlučeně
chybí hrana	ztopenost	stopenost
chybí hrana	ztopení	stopení
chybí hrana	ztopený	stopený
chybí hrana	ztopeně	stopeně
chybí hrana	ztopit	stopit
chybí hrana	ztopitelnost	stopitelnost
chybí hrana	ztopitelný	stopitelný
chybí hrana	ztopitelně	stopitelně
chybí hrana	ztopivší	stopivší
chybí hrana	ztrhací	strhací
chybí hrana	ztrhanost	strhanost
chybí hrana	ztrhaný	strhaný
chybí hrana	ztrhaně	strhaně
chybí hrana	ztrhat	strhat
chybí hrana	ztrhatelnost	strhatelnost
chybí hrana	ztrhatelný	strhatelný
chybí hrana	ztrhatelně	strhatelně
chybí hrana	ztrhavší	strhavší
chybí hrana	ztrhnout	strhnout
chybí hrana	ztrhnutelnost	strhnutelnost
chybí hrana	ztrhnutelný	strhnutelný
chybí hrana	ztrhnutelně	strhnutelně
chybí hrana	ztrhnutost	strhnutost
chybí hrana	ztrhnutí	strhnutí
chybí hrana	ztrhnutý	strhnutý
chybí hrana	ztrhnutě	strhnutě
chybí hrana	ztrhnuvší	strhnuvší
chybí hrana	ztrhovací	strhovací
chybí hrana	ztrhovanost	strhovanost
chybí hrana	ztrhovaný	strhovaný
chybí hrana	ztrhovaně	strhovaně
chybí hrana	ztrhovat	strhovat
chybí hrana	ztrhovatelnost	strhovatelnost
chybí hrana	ztrhovatelný	strhovatelný
chybí hrana	ztrhovatelně	strhovatelně
chybí hrana	ztrhování	strhování
chybí hrana	ztrhovávací	strhovávací
chybí hrana	ztrhovávající	strhovávající
chybí hrana	ztrhovávanost	strhovávanost
chybí hrana	ztrhovávaný	strhovávaný
chybí hrana	ztrhovávaně	strhovávaně
chybí hrana	ztrhovávat	strhovávat
chybí hrana	ztrhovávatelnost	strhovávatelnost
chybí hrana	ztrhovávatelný	strhovávatelný
chybí hrana	ztrhovávatelně	strhovávatelně
chybí hrana	ztrhovávání	strhovávání
chybí hrana	ztrhující	strhující
chybí hrana	ztrhání	strhání
chybí hrana	ztrhávací	strhávací
chybí hrana	ztrhávající	strhávající
chybí hrana	ztrhávanost	strhávanost
chybí hrana	ztrhávaný	strhávaný
chybí hrana	ztrhávaně	strhávaně
chybí hrana	ztrhávat	strhávat
chybí hrana	ztrhávatelnost	strhávatelnost
chybí hrana	ztrhávatelný	strhávatelný
chybí hrana	ztrhávatelně	strhávatelně
chybí hrana	ztrhávání	strhávání
chybí hrana	ztrnule	strnule
chybí hrana	ztrnulý	strnulý
chybí hrana	ztrojenost	strojenost
chybí hrana	ztrojení	strojení
chybí hrana	ztrojený	strojený
