*geografické pojmy začínající velkým písmenem, které mají identické slovo v derinetu začínající malým písmenem a nejsou k sobě připojeni
*chybí hrana	zkoumané slovo	nalezené slovo
chybí hrana	Růženín	růženín
chybí hrana	Růžák	růžák
chybí hrana	Sado	sado
chybí hrana	Sahara	sahara
chybí hrana	Salaš	salaš
chybí hrana	Salina	salina
chybí hrana	Salmi	salmi
chybí hrana	Samopše	samopše
chybí hrana	Savo	savo
chybí hrana	Saxon	saxon
chybí hrana	Sběř	sběř
chybí hrana	Sedliště	sedliště
chybí hrana	Sedlo	sedlo
chybí hrana	Sedmidomí	sedmidomí
chybí hrana	Senec	senec
chybí hrana	Sentinel	sentinel
chybí hrana	Severní	severní
chybí hrana	Seč	seč
chybí hrana	Sibiř	sibiř
chybí hrana	Silnice	silnice
chybí hrana	Sima	sima
chybí hrana	Sirotek	sirotek
chybí hrana	Skalice	skalice
chybí hrana	Skalka	skalka
chybí hrana	Skořice	skořice
chybí hrana	Skála	skála
chybí hrana	Slanisko	slanisko
chybí hrana	Slaný	slaný
chybí hrana	Slatina	slatina
chybí hrana	Slavice	slavice
chybí hrana	Slup	slup
chybí hrana	Smolnice	smolnice
chybí hrana	Smraďavka	smraďavka
chybí hrana	Smrk	smrk
chybí hrana	Smrček	smrček
chybí hrana	Smrčina	smrčina
chybí hrana	Smrčí	smrčí
chybí hrana	Sodoma	sodoma
chybí hrana	Sokolnice	sokolnice
chybí hrana	Sokolí	sokolí
chybí hrana	Solnice	solnice
chybí hrana	Sono	sono
chybí hrana	Soul	soul
chybí hrana	Souš	souš
chybí hrana	Spáleniště	spáleniště
chybí hrana	Spálenka	spálenka
chybí hrana	Srní	srní
chybí hrana	Stan	stan
chybí hrana	Stanoviště	stanoviště
chybí hrana	Starčevo	starčevo
chybí hrana	Straník	straník
chybí hrana	Stračí	stračí
chybí hrana	Strip	strip
chybí hrana	Stropnice	stropnice
chybí hrana	Struga	struga
chybí hrana	Struhadlo	struhadlo
chybí hrana	Stránka	stránka
chybí hrana	Stráň	stráň
chybí hrana	Stráž	stráž
chybí hrana	Strážiště	strážiště
chybí hrana	Strážnice	strážnice
chybí hrana	Strážná	strážná
chybí hrana	Strážný	strážný
chybí hrana	Studenka	studenka
chybí hrana	Studený	studený
chybí hrana	Studnice	studnice
chybí hrana	Studánka	studánka
chybí hrana	Stálec	stálec
chybí hrana	Stáj	stáj
chybí hrana	Střednice	střednice
chybí hrana	Stříbrnice	stříbrnice
chybí hrana	Stříbro	stříbro
chybí hrana	Stříbřec	stříbřec
chybí hrana	Střídka	střídka
chybí hrana	Sucre	sucre
chybí hrana	Sudice	sudice
chybí hrana	Summa	summa
chybí hrana	Sund	sund
chybí hrana	Superior	superior
chybí hrana	Svoboďák	svoboďák
chybí hrana	Světec	světec
